zone,corridor,start_dow,hour_block,start_week,event_count,high_impact_count,avg_impact_score,avg_duration,peak_hour_pct,rain_pct,fog_pct,avg_visibility,avg_lane_block,road_closure_pct,tech_hub_pct,corroborated_pct,ipl_pct,holiday_pct,current_high_impact,target_next_week_high_impact,ewma_event_count,ewma_high_impact_count,ewma_avg_impact_score,lag1_event_count,lag2_event_count,lag4_event_count,lag1_high_impact_count,lag2_high_impact_count,lag4_high_impact_count,roll3_event_count,event_volatility,event_count_trend,high_impact_trend,bucket_sparsity,zone_enc,corridor_enc,risk_proba,risk_label
Central Zone 1,Mysore Road,2.0,4.0,3,1,1,,,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,0.08073236215583862,LOW
Central Zone 1,Mysore Road,2.0,8.0,3,3,2,1.08985,59.75,0.0,0.0,0.0,1.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,0,0,1.0,0.0625,0.6439035789473685,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,10,0.11060380909187247,LOW
Central Zone 1,Mysore Road,3.0,4.0,3,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.25,0.42844000000000004,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,10,0.0626081501434852,LOW
Central Zone 1,Mysore Road,3.0,12.0,3,1,1,,,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.1497,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,10,0.052062251661306104,LOW
Central Zone 1,Non-corridor,0.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11,0.05071870182938477,LOW
Central Zone 1,Non-corridor,1.0,4.0,3,2,2,,,0.0,0.0,0.5,0.75,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,11,0.05871046626947748,LOW
West Zone 2,West of Chord Road,1.0,8.0,3,1,0,0.4003,30.7,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.1875,1.125,0.7376,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.5,0.0,0.0,0,9,21,0.1909682034174737,LOW
West Zone 2,Tumkur Road,2.0,0.0,3,2,0,0.95835,117.94999999999999,0.0,0.0,0.5,0.75,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.9375,0.43122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,9,19,0.07034873213732908,LOW
South Zone 2,IRR(Thanisandra road),1.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.5,0.0774,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,7,8,0.10417984170146061,LOW
Central Zone 2,Mysore Road,2.0,8.0,3,1,1,,,0.0,0.0,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.174905776977539,0.7571463584899902,0.317912231760459,1.0,1.0,1.0,1.0,0.0,1.0,1.3333333333333333,0.5000000000000003,0.0,1.0,0,1,10,0.4384793038814587,MEDIUM
Central Zone 1,ORR North 1,2.0,0.0,3,1,0,0.4241,34.8,0.0,0.0,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,14,0.06397279249892782,LOW
West Zone 2,Non-corridor,3.0,12.0,3,1,0,1.2,598.4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.875,0.2262,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,9,11,0.09052770148735247,LOW
West Zone 2,Non-corridor,1.0,12.0,3,1,1,,,0.0,0.0,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.2262,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,9,11,0.07241031558621956,LOW
West Zone 2,Mysore Road,1.0,4.0,3,1,0,0.3473,47.5,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.5,0.625,0.3223778947368421,2.0,1.0,1.0,1.0,0.0,0.0,1.3333333333333333,0.5,1.0,1.0,0,9,10,0.2563449731561967,LOW
West Zone 2,Magadi Road,1.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,9,0.043773923328866156,LOW
North Zone 2,Non-corridor,2.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.75,0.1576,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,5,11,0.12287539061204632,LOW
North Zone 2,ORR North 2,6.0,8.0,3,1,1,,,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.005935705677988,0.7553253196419992,1.4210099346529774,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,5,15,0.12576884149803486,LOW
East Zone 2,Non-corridor,1.0,0.0,3,2,2,,,0.0,0.0,1.0,0.5,1.0,0.5,1.0,0.0,0.0,0.0,0,0,1.0,0.625,0.798263157894737,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,3,11,0.06770470551382085,LOW
Central Zone 2,Mysore Road,2.0,4.0,3,4,1,0.09706666666666668,15.800000000000002,0.25,0.0,0.0,1.0,1.125,0.0,0.0,0.0,0.0,0.0,0,0,1.0333776473999023,0.6531515121459961,0.8291125392051837,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,1,10,0.102270333996703,LOW
North Zone 2,Bellary Road 1,4.0,4.0,3,3,3,,,0.3333333333333333,0.0,0.3333333333333333,0.8333333333333334,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1,0,1.0632333755493164,0.8867091834545135,0.5595629929062211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,5,2,0.37039573782726504,MEDIUM
North Zone 2,Bellary Road 1,4.0,8.0,3,1,0,0.6998,111.5,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.8745608837639338,0.7028181411865262,0.6438903179444023,2.0,2.0,2.0,1.0,0.0,2.0,1.6666666666666667,0.5,0.0,1.0,0,5,2,0.1294850079535666,LOW
Central Zone 2,Mysore Road,1.0,8.0,3,2,0,0.44279999999999997,25.95,1.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.65625,1.0859375,0.434915567867036,1.0,2.0,1.0,1.0,1.0,1.0,2.3333333333333335,1.4142135623730951,-1.0,0.0,0,1,10,0.31409863647620584,MEDIUM
Central Zone 2,Non-corridor,5.0,0.0,3,5,2,0.40116666666666667,465.23333333333335,0.0,0.0,0.2,0.9,1.4,0.0,0.2,0.0,0.0,0.0,0,0,1.25245740185451,1.158417539965123,0.1770176206408759,1.0,1.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.4999999999999968,0.0,0.0,0,1,11,0.46209327754892093,MEDIUM
South Zone 2,Non-corridor,0.0,0.0,3,1,1,,,0.0,0.0,1.0,0.5,2.5,1.0,0.0,0.0,0.0,1.0,0,0,1.0,0.0,0.081,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,7,11,0.15576202396990682,LOW
Central Zone 2,Non-corridor,4.0,4.0,3,1,0,0.1644,26.3,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,3.3978056386737308,1.3292267645425588,0.29727537797839193,4.0,4.0,1.0,0.0,4.0,1.0,3.0,1.7320508075688772,0.0,-4.0,0,1,11,0.7183114868436348,HIGH
East Zone 1,ORR East 1,4.0,0.0,3,2,0,0.439,53.95,0.0,0.0,1.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,0,0,1.3137872889637947,1.1887818425893784,1.6861749195887779,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.5,0.0,0.0,0,2,12,0.15279227505067283,LOW
East Zone 2,ORR North 1,3.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,3,14,0.1426907387500529,LOW
East Zone 2,ORR East 2,3.0,0.0,3,1,0,0.4592,94.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,3,13,0.10274714910818135,LOW
East Zone 1,Non-corridor,0.0,4.0,3,1,1,,,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,11,0.05864557822972811,LOW
East Zone 1,Non-corridor,1.0,0.0,3,1,0,0.2559,39.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.125,0.11718400000000001,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,2,11,0.12011222665274185,LOW
North Zone 1,Bellary Road 2,0.0,20.0,3,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,3,0.1362896394042982,LOW
North Zone 1,Bellary Road 2,2.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.5,1.0969,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,4,3,0.05027963333582515,LOW
Central Zone 1,Old Airport Road,6.0,12.0,3,1,1,,,0.0,0.0,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.25,0.8274024,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,17,0.11484931409378751,LOW
Central Zone 1,Old Madras Road,0.0,0.0,3,1,0,0.4008,25.3,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,1.8822,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,18,0.039990371190975635,LOW
West Zone 2,Bellary Road 1,1.0,8.0,3,1,0,0.7473,36.5,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.5,0.0498,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,0,9,2,0.16739465451644508,LOW
West Zone 2,Bellary Road 1,0.0,8.0,3,1,1,,,1.0,0.0,1.0,0.5,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,2,0.03399407058950903,LOW
North Zone 2,Non-corridor,2.0,12.0,3,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.5,0.5213344,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,5,11,0.20990026452235205,LOW
North Zone 2,ORR North 2,2.0,16.0,3,1,0,0.5221,25.5,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,15,0.19427188811053372,LOW
North Zone 2,ORR North 2,3.0,0.0,3,1,0,1.1524,78.8,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.004180908203125,0.718414306640625,1.2601332882951795,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0,5,15,0.19482292899259732,LOW
West Zone 2,ORR West 1,2.0,8.0,3,1,1,1.7114,100.3,1.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,9,16,0.030396606156654533,LOW
Central Zone 1,ORR East 1,1.0,0.0,3,2,2,,,0.0,0.0,0.5,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,12,0.07129470409746815,LOW
East Zone 1,ORR East 2,3.0,0.0,3,1,1,2.34,722.8,0.0,0.0,1.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0010996476339642,1.0009775612561498,2.3384113568207168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,2,13,0.04010397711666996,LOW
East Zone 1,ORR East 2,2.0,4.0,3,1,1,,,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,2.0,1.0,0.07542,3.0,1.0,0.0,2.0,0.0,0.0,2.0,1.4142135623730951,2.0,2.0,0,2,13,0.20855365878568857,LOW
West Zone 1,Magadi Road,3.0,0.0,3,2,2,,,0.0,0.0,0.5,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5078125,1.4921875,1.4865935980984086,2.0,1.0,1.0,2.0,1.0,1.0,1.3333333333333333,0.5,1.0,1.0,0,8,9,0.10576592546113324,LOW
Central Zone 2,Mysore Road,1.0,0.0,3,2,1,0.4314,35.4,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,1.8818359375,1.26611328125,0.4041595219340217,2.0,2.0,2.0,1.0,2.0,1.0,1.6666666666666667,0.5,0.0,-1.0,0,1,10,0.517812315721311,MEDIUM
South Zone 2,Hosur Road,6.0,4.0,3,1,0,0.2742,40.9,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,2.008087158203125,1.9375,0.5684166609749189,3.0,1.0,1.0,3.0,1.0,0.0,1.6666666666666667,1.0,2.0,2.0,0,7,7,0.41507212154845996,MEDIUM
East Zone 2,ORR North 1,0.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,14,0.06773905925983827,LOW
East Zone 2,ORR North 1,1.0,4.0,3,1,1,,,0.0,0.0,0.0,1.0,1.5,0.0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,3,14,0.09255268293606993,LOW
Central Zone 2,Non-corridor,3.0,16.0,3,1,1,,,0.0,0.0,0.0,1.0,2.5,0.0,1.0,0.0,0.0,0.0,0,0,1.0009765625,0.9072265625,0.62344,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,1,11,0.19382364813401393,LOW
Central Zone 2,Non-corridor,4.0,0.0,3,1,0,0.3995,66.7,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,3.193151748677286,2.2075966172222206,0.31492315722374503,3.0,4.0,1.0,3.0,1.0,1.0,3.3333333333333335,1.2583057392117876,-1.0,2.0,0,1,11,0.7183114868436348,HIGH
North Zone 2,Bellary Road 1,5.0,12.0,3,1,0,0.1341,27.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.08510023355484,0.9592446088790894,0.19119611606342254,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5000000000000003,0.0,0.0,0,5,2,0.47290068698160864,MEDIUM
North Zone 2,Bellary Road 1,6.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.7197743658927256,1.4648565425592521,0.3526611714288247,2.0,1.0,2.0,2.0,1.0,0.0,1.6666666666666667,0.5,1.0,1.0,0,5,2,0.3310764655239591,MEDIUM
East Zone 1,Non-corridor,4.0,8.0,3,2,2,,,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0517578125,0.14501953125,0.3651869500826447,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,2,11,0.15887787939198786,LOW
East Zone 2,Non-corridor,3.0,12.0,3,1,0,0.1632,76.8,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.21875,0.4637976435045316,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,3,11,0.30696088691083434,MEDIUM
East Zone 2,Non-corridor,3.0,20.0,3,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,1.0,0.5,0.201,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0,3,11,0.1515978628658974,LOW
Central Zone 2,Mysore Road,3.0,0.0,3,2,2,,,0.0,0.0,0.5,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.6134230306033714,1.1915393774697804,0.5594948641186365,2.0,1.0,2.0,2.0,0.0,2.0,1.3333333333333333,0.5773502691896257,1.0,2.0,0,1,10,0.39294222461906064,MEDIUM
North Zone 2,Bellary Road 1,5.0,4.0,3,2,2,,,1.0,0.0,0.5,0.75,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.0040297526866198,0.1872787288739346,0.25988170567900315,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,5,2,0.2938639883759723,LOW
North Zone 2,Bellary Road 1,5.0,0.0,3,1,0,0.4765,39.1,0.0,0.0,0.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,0,0,2.04895067415109,2.0130995806741545,0.44194658695892036,1.0,5.0,1.0,1.0,5.0,1.0,2.3333333333333335,2.0,-4.0,-4.0,0,5,2,0.4561167961371397,MEDIUM
South Zone 2,Hosur Road,3.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0164222717285156,0.9160375595092773,0.22042767579802694,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,7,7,0.4176586317348937,MEDIUM
Central Zone 2,Non-corridor,5.0,8.0,3,3,3,,,0.3333333333333333,0.0,0.0,1.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,1,0,2.0529683654873985,0.9227743272333182,0.14074512349079984,3.0,1.0,1.0,1.0,1.0,0.0,1.6666666666666667,1.0,2.0,0.0,0,1,11,0.6000502526870811,HIGH
West Zone 1,Magadi Road,5.0,12.0,3,2,0,0.23145,23.25,0.0,0.0,0.5,0.75,1.75,0.0,0.0,0.0,0.0,0.0,0,0,1.25006103515625,0.7493133544921875,0.8075922537385423,1.0,1.0,1.0,1.0,0.0,1.0,1.6666666666666667,1.0,0.0,1.0,0,8,9,0.17488217298665767,LOW
West Zone 1,Magadi Road,6.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.039465919137001,1.0392064899206161,1.1264662197495503,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,8,9,0.08903628857872474,LOW
West Zone 1,Magadi Road,4.0,8.0,3,1,1,1.7513,143.7,0.0,0.0,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.3633213341236115,0.6418731808662415,0.4691442606868106,1.0,1.0,2.0,0.0,1.0,1.0,1.6666666666666667,0.9574271077563381,0.0,-1.0,0,8,9,0.12861971976991513,LOW
Central Zone 1,Old Madras Road,1.0,0.0,3,1,0,0.1458,29.9,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.9375,1.2896400000000001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,18,0.15573203562626747,LOW
West Zone 1,Tumkur Road,6.0,0.0,3,1,1,,,0.0,0.0,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0,0,2.2559627364394155,1.6791689753315278,0.8507183157388915,2.0,3.0,1.0,2.0,1.0,0.0,2.6666666666666665,0.9574271077563381,-1.0,1.0,0,8,19,0.28420614731657956,LOW
Central Zone 1,Old Madras Road,2.0,0.0,3,4,3,0.0792,6.5,0.0,0.0,0.5,0.75,1.5,0.0,0.0,0.0,0.0,0.0,1,0,1.234375,1.206787109375,0.420707504531722,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.5,0.0,0.0,0,0,18,0.4896555074845969,MEDIUM
Central Zone 2,Old Madras Road,2.0,12.0,3,1,1,,,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.3742,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,18,0.060042723092160584,LOW
South Zone 1,Non-corridor,2.0,4.0,3,53,53,,,0.0,0.0,0.32075471698113206,0.839622641509434,1.0,0.0,0.0,1.0,0.0,0.0,1,0,1.5,0.5,0.16045,1.0,2.0,0.0,1.0,0.0,0.0,1.5,0.7071067811865476,-1.0,1.0,0,6,11,0.11557806105676952,LOW
South Zone 1,Non-corridor,3.0,0.0,3,1,0,1.2,1241.2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.02734375,0.3828125,0.7253223873079828,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0,6,11,0.09337480415134415,LOW
East Zone 1,ORR East 1,1.0,8.0,3,1,1,1.6507,83.4,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,12,0.0750149672040538,LOW
West Zone 2,Bellary Road 1,3.0,4.0,3,1,1,1.9807,406.3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,1.5,0.9296875,2.5392975401662046,2.0,1.0,1.0,1.0,1.0,0.0,1.3333333333333333,0.5,1.0,0.0,0,9,2,0.04893182497458388,LOW
West Zone 2,Bellary Road 1,3.0,12.0,3,1,1,,,0.0,0.0,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.25,0.875,0.20268000000000003,1.0,2.0,1.0,1.0,1.0,1.0,1.3333333333333333,0.5,-1.0,0.0,0,9,2,0.039358621709504125,LOW
East Zone 1,Non-corridor,0.0,0.0,3,1,1,,,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,2,11,0.06926190600939275,LOW
Central Zone 2,Mysore Road,0.0,8.0,3,1,0,0.2123,33.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1,10,0.05727673079201169,LOW
East Zone 1,Non-corridor,3.0,4.0,3,1,1,1.653,472.3,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,1.015625,0.7021484375,0.2474468178973009,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,2,11,0.11485877369286444,LOW
East Zone 1,Non-corridor,4.0,0.0,3,2,0,0.532,200.0,0.0,0.0,0.5,0.75,2.0,0.5,1.0,0.0,0.0,0.0,0,0,1.2509765625,0.949249267578125,0.878138651053279,1.0,1.0,1.0,1.0,1.0,1.0,1.6666666666666667,1.0,0.0,0.0,0,2,11,0.07303450678766434,LOW
West Zone 1,Magadi Road,6.0,8.0,3,1,0,0.8939,44.4,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.2541614783121986,0.5351453208368184,0.38133744126219865,1.0,1.0,1.0,0.0,1.0,0.0,1.6666666666666667,1.0,0.0,-1.0,0,8,9,0.2909318456485523,LOW
West Zone 1,Magadi Road,6.0,12.0,3,1,1,,,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.3125152587890625,0.18732833862304688,0.32697569316779623,1.0,2.0,1.0,0.0,0.0,0.0,1.3333333333333333,0.4999999999999999,-1.0,0.0,0,8,9,0.09792701745183681,LOW
West Zone 1,Mysore Road,0.0,8.0,3,1,1,,,1.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,10,0.10830077076984301,LOW
Central Zone 1,Old Madras Road,3.0,4.0,3,1,0,0.2895,20.3,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,1.7509765625,0.60546875,0.2587333453250351,2.0,2.0,1.0,0.0,2.0,1.0,1.6666666666666667,0.5773502691896257,0.0,-2.0,0,0,18,0.5495066092740052,MEDIUM
West Zone 1,Tumkur Road,5.0,0.0,3,1,0,0.6228,51.1,0.0,0.0,1.0,0.5,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.7632302642451747,0.9336288424355349,0.6587944850891511,2.0,2.0,1.0,1.0,1.0,0.0,1.6666666666666667,0.5773502691896257,0.0,0.0,0,8,19,0.3777947476627063,MEDIUM
Central Zone 1,Old Madras Road,4.0,0.0,3,2,1,0.6472,53.1,0.0,0.0,0.5,0.75,2.5,0.0,0.0,0.0,0.0,0.0,0,0,1.189795970916748,0.6584535762667656,0.72403089432759,1.0,1.0,2.0,0.0,1.0,2.0,1.3333333333333333,0.5773502691896257,0.0,-1.0,0,0,18,0.25636062850435415,LOW
West Zone 1,Tumkur Road,4.0,8.0,3,1,1,,,0.0,0.0,0.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0,0,1.3602300884667784,0.7843169790576212,1.4192361823492101,1.0,2.0,1.0,0.0,2.0,1.0,1.3333333333333333,0.5000000000000001,-1.0,-2.0,0,8,19,0.04076456537099826,LOW
North Zone 1,Hennur Main Road,3.0,0.0,3,1,1,,,0.0,0.0,1.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,0,0,1.53125,0.47265625,0.5660555335347431,2.0,1.0,1.0,0.0,1.0,1.0,1.3333333333333333,0.5,1.0,-1.0,0,4,6,0.09147993165196848,LOW
Central Zone 2,Non-corridor,6.0,12.0,3,2,2,,,0.0,0.0,0.5,0.75,1.25,0.0,0.0,0.0,0.0,0.0,0,0,2.567452681984453,1.9598450537542789,0.8155856432107621,2.0,2.0,3.0,1.0,2.0,3.0,2.6666666666666665,0.9574271077563415,0.0,-1.0,0,1,11,0.6956474887742276,HIGH
