id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction
FKID002022,unplanned,13.04013,77.5187098,0,0,"Jalahalli Cross Road, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,FALSE,2024-03-17 23:09:56.622+00,NULL,closed,yes,2024-03-18 00:21:11.998852+00,,,outgoing [PERSON] cross,bmtc_bus,FKN00GL1071,Tumkur Road,High,NULL,NULL,NULL,2024-03-17 23:10:56.946938+00,NULL,1,FKUSR00476,FKUSR00001,NULL,NULL,NULL,Peenya,NULL,FKKG000465,NULL,NULL,NULL,FKUSR00476,2024-03-18 00:21:11.998355+00,NULL,NULL,NULL,NULL,NULL
FKID002023,unplanned,12.9701113,77.5128313,0,0,"Dr Rajkumar Puniya Bhoomi Road, Block 10, BDA Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,FALSE,2024-02-26 20:37:54.679+00,NULL,closed,yes,2024-02-26 23:35:48.237489+00,,,"starting problem,",heavy_vehicle,FKN00GL1072,Non-corridor,Low,NULL,NULL,NULL,2024-02-26 20:39:15.06857+00,NULL,1,FKUSR00135,FKUSR00001,NULL,NULL,NULL,Jnanabharathi,NULL,FKKG000129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002024,unplanned,13.0079479,77.6923977,0,0,"Diesel Loco Shed Road, Devasandra, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",,tree_fall,FALSE,2024-02-26 19:54:35.985+00,NULL,closed,yes,2024-02-28 10:04:07.03737+00,,,tree fall,,,Non-corridor,Low,NULL,NULL,NULL,2024-02-26 19:55:37.539184+00,NULL,1,FKUSR00982,FKUSR00001,NULL,NULL,NULL,K.R. Pura,NULL,FKKG000955,NULL,NULL,NULL,FKUSR00982,2024-02-28 10:04:07.036765+00,NULL,NULL,NULL,NULL,NULL
FKID002025,unplanned,12.9169884,77.5864023,0,0,"46th Cross Road, Sri Aurobindo Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",,vehicle_breakdown,FALSE,2024-03-17 23:30:38.833+00,NULL,closed,no,2024-03-18 00:37:05.301515+00,,,off road,taxi,FKN00GL1073,Non-corridor,Low,NULL,NULL,NULL,2024-03-17 23:31:32.593038+00,NULL,1,FKUSR00832,FKUSR00001,NULL,NULL,NULL,Jayanagara,NULL,FKKG000812,NULL,NULL,NULL,FKUSR00832,2024-03-18 00:37:04.777356+00,NULL,NULL,NULL,NULL,NULL
FKID002026,planned,12.9693524,77.7006637,0,0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",,construction,FALSE,2024-02-26 20:56:28.231+00,2024-02-27 10:05:46+00,closed,yes,2024-02-27 10:35:48.2138+00,,,karthiknagara towards [PERSON] and [PERSON] towards [LOCATION] traffic movement will be slow due to [LOCATION] station piller work,,,ORR East 2,High,NULL,NULL,NULL,2024-02-26 20:57:21.121188+00,NULL,1,FKUSR00043,FKUSR00001,NULL,NULL,NULL,HAL Old Airport,NULL,FKKG000037,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002027,unplanned,12.9780361,77.5844453,12.9779592,77.5844108,"Palace Road, Gandhi Nagar 1, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Palace Road, Gandhi Nagar 1, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,TRUE,2024-02-26 23:54:12.463+00,NULL,closed,no,2024-02-27 00:11:58.232773+00,,,ಮಹಾರಾಣಿ [LOCATION] ಪಾಸ್ ಒಳಗಡೆ ಒಂದು ಕಂಟೇನರ್ ಲಾರಿ ತಗಲಾಕ್ಕೊಂಡಿದ್ದು 20 ನಿಮಿಷದಲ್ಲಿ ಮಾಡಲಾಗುತ್ತದೆ ಸರ್,,,Non-corridor,Low,NULL,NULL,NULL,2024-02-26 23:55:11.352672+00,NULL,1,FKUSR00983,FKUSR00983,NULL,NULL,NULL,Upparpet,NULL,FKKG000956,NULL,NULL,NULL,FKUSR00983,2024-02-27 00:11:58.232218+00,NULL,NULL,NULL,NULL,NULL
FKID002028,unplanned,13.0329723,77.5409064,0,0,"Outer Ring Road, Jain Heights Revanta, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,FALSE,2024-03-18 01:05:15.55+00,NULL,closed,yes,2024-03-18 03:35:47.905197+00,,,tyre burst MES ring road towards muthyalamma traffic no problem sir,lcv,FKN00GL1074,ORR North 2,High,NULL,NULL,NULL,2024-03-18 01:06:34.929342+00,NULL,1,FKUSR00440,FKUSR00001,NULL,NULL,NULL,Yeshwanthpura,NULL,FKKG000429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002029,unplanned,13.0830306,77.594048,0,0,"Bellary Road, Yelahanka Bypass Junction, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",,vehicle_breakdown,FALSE,2024-02-26 20:10:35.826+00,NULL,closed,yes,2024-02-26 22:35:47.76638+00,,,off road at allalasandra flyover towards [LOCATION] circle due to clutch problem,heavy_vehicle,FKN00GL1075,Bellary Road 2,High,NULL,NULL,NULL,2024-02-26 20:11:49.793326+00,NULL,1,FKUSR00802,FKUSR00001,NULL,NULL,NULL,Yelahanka,NULL,FKKG000786,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002030,unplanned,12.9624901,77.5048062,12.962485,77.5048123,"Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)","Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",vehicle_breakdown,TRUE,2024-02-26 21:27:36.123+00,NULL,closed,yes,2024-02-26 23:35:48.275305+00,,,,bmtc_bus,FKN00GL0100,Non-corridor,Low,NULL,NULL,NULL,2024-02-26 21:28:46.808046+00,NULL,1,FKUSR00984,FKUSR00001,NULL,NULL,NULL,Jnanabharathi,NULL,FKKG000957,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002031,unplanned,13.0273934,77.5354013,0,0,"Dr Rajkumar Puniya Bhoomi Road, Block 4, Goraguntepalya, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,pot_holes,FALSE,2024-02-26 21:15:01.516+00,NULL,active,yes,2024-02-26 21:28:02.310267+00,,,big pathole at [LOCATION] towards cmti signal please repair it as soon as possible,,,Non-corridor,Low,NULL,NULL,NULL,2024-02-26 21:16:00.925387+00,NULL,1,FKUSR00210,FKUSR00001,NULL,NULL,NULL,Yeshwanthpura,NULL,FKKG000202,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002032,unplanned,12.9121791,77.5996927,0,0,"Bannerghatta Main Road, Mantri Elegance Shopping Mall, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",,tree_fall,FALSE,2024-02-26 21:17:50.221+00,NULL,active,yes,2024-02-26 21:28:16.907162+00,,,infrontof Agarwal eye hospital service road tree fall down traffic moving from [PERSON] to [PERSON] sir,,,Bannerghata Road,High,NULL,NULL,NULL,2024-02-26 21:20:58.340069+00,NULL,1,FKUSR00025,FKUSR00001,NULL,NULL,NULL,J.P. Nagar,NULL,FKKG000021,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002033,unplanned,12.9770639,77.5840232,12.9780597,77.5843937,"Palace Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Palace Road, Gandhi Nagar 1, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",others,TRUE,2024-02-26 23:48:31.165+00,NULL,closed,yes,2024-02-27 00:17:00.887727+00,,,ಮಹಾರಾಣಿ [LOCATION] ಪಾಸ್ ಕೆಳಗಡೆ ಒಂದು ಲಾರಿ ಕೆಗಲಾಕ್ಕೊಂಡಿದ್ದು 20 ನಿಕೆಮಿಷದಲ್ಲಿ  ರಿಮೂವ್ ಮಾಡಲಾಗುತ್ತದೆ ಸರ್,,,Non-corridor,Low,NULL,NULL,NULL,2024-02-26 23:52:21.621077+00,NULL,1,FKUSR00983,FKUSR00001,NULL,NULL,NULL,Halasuru Gate,NULL,FKKG000956,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002034,unplanned,13.0408889,77.6173675,0,0,"MBT Road, Hanging Gardens, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",,vehicle_breakdown,FALSE,2024-02-27 01:10:55.274+00,NULL,closed,yes,2024-02-27 03:35:48.01501+00,,,good afternoon sir veeranapalya towards [LOCATION] heavy truck off road sir starting problem one side traffic is going sir,heavy_vehicle,FKN00GL1076,ORR North 1,High,NULL,NULL,NULL,2024-02-27 01:12:37.684879+00,NULL,1,FKUSR00310,FKUSR00001,NULL,NULL,NULL,Hennuru,NULL,FKKG000302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002035,unplanned,12.9813487,77.586468,0,0,"Palace Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,FALSE,2024-02-27 01:26:00.844+00,NULL,closed,yes,2024-02-27 03:35:48.049014+00,,,,private_car,FKN00GL1077,Non-corridor,Low,NULL,NULL,NULL,2024-02-27 01:27:07.770537+00,NULL,1,FKUSR00206,FKUSR00001,NULL,NULL,NULL,High ground,NULL,FKKG000198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002036,unplanned,13.010537,77.5066748,0,0,"Rajgopal Nagar Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,FALSE,2024-03-18 01:09:04.777+00,NULL,closed,yes,2024-03-18 03:35:47.925625+00,,,Peenya 2nd stage bmtc bus off road starting problem one side movement sir,bmtc_bus,FKN00GL1078,Non-corridor,Low,NULL,NULL,NULL,2024-03-18 01:10:22.702403+00,NULL,1,FKUSR00140,FKUSR00001,NULL,NULL,NULL,Peenya,NULL,FKKG000134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002037,unplanned,13.0422785,77.5147766,0,0,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,vehicle_breakdown,FALSE,2024-02-27 00:32:52.632+00,NULL,closed,yes,2024-02-27 02:35:48.220502+00,,,break jam,bmtc_bus,FKN00GL1079,Tumkur Road,High,NULL,NULL,NULL,2024-02-27 00:34:15.715724+00,NULL,1,FKUSR00985,FKUSR00985,NULL,NULL,NULL,Peenya,NULL,FKKG000958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002038,unplanned,12.9169501,77.5883272,0,0,"46th Cross Road, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",,others,FALSE,2024-03-18 02:17:44.238+00,NULL,closed,yes,2024-03-18 03:18:12.185098+00,,,off road,,,Non-corridor,Low,NULL,NULL,NULL,2024-03-18 02:18:15.957544+00,NULL,1,FKUSR00832,FKUSR00001,NULL,NULL,NULL,Jayanagara,NULL,FKKG000812,NULL,NULL,NULL,FKUSR00832,2024-03-18 03:18:12.184251+00,NULL,NULL,NULL,NULL,NULL
FKID002039,planned,13.0113867,77.54519,13.0115263,77.5451708,"Hasya Chakravarti Narasimha Raju Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)","Hasya Chakravarti Narasimha Raju Road, Sri Vasavi Garden, Mahalakshmi Layout, Bengaluru, Karnataka. Pin-560086 (India)",construction,TRUE,2024-03-06 01:08:34.259+00,2024-03-18 01:15:46+00,closed,yes,2024-03-18 01:35:48.075688+00,,,ನಮಸ್ತೆ ಸರ್ ಒಳಚರಂಡಿ ಕಾಮಗಾರಿ ಮಾಡುವುದರಿಂದ ರೋಡನ್ನು ಕ್ಲೋಸ್ [LOCATION],,,Non-corridor,Low,NULL,NULL,NULL,2024-03-06 01:17:16.666178+00,NULL,1,FKUSR00564,FKUSR00001,NULL,NULL,NULL,Rajajinagar,NULL,FKKG000553,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002040,unplanned,12.9611979,77.558602,12.9611975,77.558616,"Mysore Road, Cobaley Colony, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)","Mysore Road, Cobaley Colony, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,TRUE,2024-02-27 02:09:49.289+00,NULL,closed,yes,2024-02-27 04:01:52.505952+00,,,vaccum and air problem,bmtc_bus,FKN00GL1080,Mysore Road,High,NULL,NULL,NULL,2024-02-27 02:13:46.154471+00,NULL,1,FKUSR00065,FKUSR00001,NULL,NULL,NULL,Chamarajpet,NULL,FKKG000059,NULL,NULL,NULL,FKUSR00065,2024-02-27 04:01:52.505321+00,NULL,NULL,NULL,NULL,NULL
FKID002041,unplanned,12.9170026,77.5888015,0,0,"Silk Board Double Decker Flyover, MTB Area, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",,vehicle_breakdown,FALSE,2024-03-18 02:22:52.686+00,NULL,closed,yes,2024-03-18 03:18:14.024303+00,,,off road,others,FKN00GL1081,Non-corridor,Low,NULL,NULL,NULL,2024-03-18 02:23:43.076101+00,NULL,1,FKUSR00832,FKUSR00001,NULL,NULL,NULL,Jayanagara,NULL,FKKG000812,NULL,NULL,NULL,FKUSR00832,2024-03-18 03:18:14.02379+00,NULL,NULL,NULL,NULL,NULL
FKID002042,unplanned,12.967055,77.5883516,0,0,"Sri Narsimha Rao Road, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,FALSE,2024-03-18 01:14:19.981+00,NULL,closed,yes,2024-03-18 03:35:47.958594+00,,,,bmtc_bus,FKN00GL1082,Mysore Road,High,NULL,NULL,NULL,2024-03-18 01:16:00.597343+00,NULL,1,FKUSR00681,FKUSR00001,NULL,NULL,NULL,Halasuru Gate,NULL,FKKG000666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002043,unplanned,12.9814448,77.5865738,0,0,"Palace Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,FALSE,2024-02-27 01:23:17.369+00,NULL,closed,yes,2024-02-27 03:35:48.03051+00,,,[PERSON] down,private_car,FKN00GL1077,Non-corridor,Low,NULL,NULL,NULL,2024-02-27 01:24:41.512717+00,NULL,1,FKUSR00206,FKUSR00001,NULL,NULL,NULL,High ground,NULL,FKKG000198,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002044,unplanned,13.0189656,77.5838671,0,0,"Bellary Road, Embassy One, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",,vehicle_breakdown,FALSE,2024-02-27 02:59:28.564+00,NULL,closed,yes,2024-02-27 05:25:51.665531+00,,,,lcv,FKN00GL1083,Bellary Road 1,High,NULL,NULL,NULL,2024-02-27 03:00:39.785455+00,NULL,1,FKUSR00380,FKUSR00001,NULL,NULL,NULL,Sadashivanagar,NULL,FKKG000370,NULL,NULL,NULL,FKUSR00380,2024-02-27 05:25:51.664912+00,NULL,NULL,NULL,NULL,NULL
FKID002045,unplanned,13.0413286,77.6226459,0,0,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",,vehicle_breakdown,FALSE,2024-02-27 04:01:36.491+00,NULL,closed,yes,2024-02-27 06:35:48.407582+00,,,ನಮಸ್ತೆ ಸರ್ ನಾಗವಾರ upper ರಾಂಪು ಟುವರ್ಡ್ ಕೆಇಬಿ ಕಡೆ ಹೋಗುವ ಮಾರ್ಗದಲ್ಲಿ ಲಾರಿ ಆಫ್ ರೋಡ್ ಆಗಿದ್ದು ಸೈಡಲ್ಲಿ ಹಾಕಿರುತ್ತೇವೆ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಆಗುತ್ತಿದೆ ಸ್ಟಾರ್ಟಿಂಗ್  ಪ್ರಾಬ್ಲಮ್ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ ಸರ್,lcv,FKN00GL1084,Hennur Main Road,High,NULL,NULL,NULL,2024-02-27 04:03:11.795787+00,NULL,1,FKUSR00310,FKUSR00001,NULL,NULL,NULL,Hennuru,NULL,FKKG000302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002046,unplanned,12.9922698,77.6102106,0,0,"St Johns Church Road, Sarvanton Circle, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",,vehicle_breakdown,FALSE,2024-02-26 23:43:15.932+00,NULL,closed,yes,2024-02-27 02:35:48.200372+00,,,,lcv,FKN00GL1085,Non-corridor,Low,NULL,NULL,NULL,2024-02-26 23:44:17.184163+00,NULL,1,FKUSR00986,FKUSR00001,NULL,NULL,NULL,Pulikeshinagar(F.Town),NULL,FKKG000959,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002047,unplanned,12.9757319,77.5622752,0,0,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",,vehicle_breakdown,FALSE,2024-02-27 02:29:24.297+00,NULL,closed,yes,2024-02-27 04:35:48.173992+00,,,off [LOCATION],others,FKN00GL1086,Magadi Road,High,NULL,NULL,NULL,2024-02-27 02:31:00.457512+00,NULL,1,FKUSR00987,FKUSR00001,NULL,NULL,NULL,Magadi Road,NULL,FKKG000960,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002048,unplanned,13.0406477,77.5176753,0,0,"Mumbai Bengaluru Highway, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",,vehicle_breakdown,FALSE,2024-02-27 01:57:55.659+00,NULL,closed,yes,2024-02-27 04:35:48.188418+00,,,sm Circle on flyover LCV vehicle off-road towards city traffic one side movement,lcv,FKN00GL1087,Tumkur Road,High,NULL,NULL,NULL,2024-02-27 01:59:03.46178+00,NULL,1,FKUSR00402,FKUSR00001,NULL,NULL,NULL,Chikkabanavara,NULL,FKKG000392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002049,unplanned,12.9870361,77.5193546,0,0,"Dr Rajkumar Puniya Bhoomi Road, Sumnahalli Junction, Kamakshipalya, Bengaluru, Karnataka. Pin-560091 (India)",,vehicle_breakdown,FALSE,2024-03-18 02:46:49.05+00,NULL,closed,yes,2024-03-18 05:35:48.805182+00,,,summanahalli Junction Stering lock agiddu off road agiruttade sir  traffic Normal sir.,bmtc_bus,FKN00GL1088,Magadi Road,High,NULL,NULL,NULL,2024-03-18 02:48:42.126674+00,NULL,1,FKUSR00867,FKUSR00001,NULL,NULL,NULL,Kamakshipalya,NULL,FKKG000847,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002050,unplanned,13.0361893,77.5255195,0,0,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,FALSE,2024-02-27 02:05:27.507+00,NULL,closed,yes,2024-02-27 04:35:48.122778+00,,,Peenya industries metro station on flyover car off-road towards city traffic one side movement,private_car,FKN00GL1089,Tumkur Road,High,NULL,NULL,NULL,2024-02-27 02:06:24.978024+00,NULL,1,FKUSR00402,FKUSR00001,NULL,NULL,NULL,Peenya,NULL,FKKG000392,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002051,planned,13.05688083,77.47401009,13.05591878,77.47720242,"Anchepalya, Madhavara, Chikkabidarakallu, Bangalore North, Bengaluru Urban, Karnataka, 560073, India","NICE Road, Anchepalya, Madhavara, Kudhurgere Colony, Bangalore North, Bengaluru Urban, Karnataka, 562162, India",vip_movement,TRUE,2024-03-17 22:05:46+00,2024-03-16 21:32:52.277+00,closed,yes,2024-03-18 03:05:46.010721+00,,NULL,Road Restriction for PM Visit,NULL,NULL,Non-corridor,Low,NULL,NULL,NULL,2024-03-16 09:50:37.268051+00,"[[13.056880833133137,77.47401009291507],[13.056974947004784,77.47435346882502],[13.05689651878089,77.47462173125469],[13.05692789007342,77.47403155390944],[13.056802404879384,77.47491145467869],[13.056729205153404,77.47546944053238],[13.056818090532126,77.4757591639564],[13.056912204427665,77.47620984483821],[13.056959261361992,77.47635470655023],[13.057048146657916,77.47648883776503],[13.057089975021421,77.47667662146583],[13.057100432111188,77.47682684842644],[13.057006318287339,77.47698244063562],[13.05689651878089,77.47714339809343],[13.056697833835647,77.47725606831385],[13.056478234499734,77.4773097207998],[13.05626909209358,77.47728825980542],[13.056180206517357,77.4772507030653],[13.055897863886651,77.47723460731952],[13.055918778166664,77.47714339809343],[13.05626909209358,77.47721314632514],[13.05657757708062,77.4772292420709],[13.056844233284478,77.47711657185043],[13.056974947004784,77.47698780588422],[13.057027232473525,77.47686977041515],[13.057027232473525,77.47671954345456],[13.057011546834067,77.47658004699113],[13.056880833133137,77.47633861080445],[13.0568076334304,77.47613473135792],[13.056744890810789,77.47589866041982],[13.056676919621573,77.47562503274158],[13.056656005405733,77.47537823130628],[13.056708290942003,77.47518508235694],[13.056812861981314,77.4748202454526],[13.056886061682498,77.47454125252577],[13.056922661524949,77.47440175606233],[13.056922661524949,77.47418178087004],[13.05692789007342,77.47401545816363],[13.056959261361992,77.47416568512426],[13.056948804266247,77.47440712131096],[13.056880833133137,77.47471830572933],[13.056839004734213,77.47490608943009],[13.056791947776999,77.47510460362805],[13.056734433705971,77.4753675008091],[13.056729205153404,77.4756089369958],[13.056844233284478,77.47610790511494],[13.057011546834067,77.4763654370474],[13.05703768956595,77.47651029875944],[13.057027232473525,77.47696097964125],[13.05691743297635,77.47712730234764],[13.056718748047926,77.47727216405963],[13.056457320267073,77.47732581654557],[13.056248177843221,77.47727752930824],[13.055897863886651,77.47724533781668],[13.055918778166664,77.47720241582793]]",1,FKUSR00009,FKUSR00009,NULL,NULL,NULL,No Police Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002052,unplanned,12.8925839,77.5999375,0,0,"1st Cross Road, RMZ Futura, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",,vehicle_breakdown,FALSE,2024-03-18 03:22:00.195+00,NULL,closed,yes,2024-03-18 04:48:17.778325+00,,,,heavy_vehicle,FKN00GL1090,Bannerghata Road,High,NULL,NULL,NULL,2024-03-18 03:23:10.997338+00,NULL,1,FKUSR00988,FKUSR00001,NULL,NULL,NULL,Mico Layout,NULL,FKKG000961,NULL,NULL,NULL,FKUSR00988,2024-03-18 04:48:17.777728+00,NULL,NULL,NULL,NULL,NULL
FKID002053,unplanned,12.9895592,77.5017408,0,0,"3rd Cross Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",,pot_holes,FALSE,2024-03-18 04:26:19.998+00,NULL,closed,yes,2024-03-26 05:16:35.739567+00,,,"[PERSON] open agide sir,",,,Magadi Road,High,NULL,NULL,NULL,2024-03-18 04:29:03.393186+00,NULL,1,FKUSR00161,FKUSR00001,NULL,NULL,NULL,Kamakshipalya,NULL,FKKG000155,NULL,NULL,NULL,FKUSR00161,2024-03-26 05:16:35.738981+00,NULL,NULL,NULL,NULL,NULL
FKID002054,planned,13.05526533,77.47825398,13.05137671,77.47659795,"Manjunath Nagar, Anchepalya, Madhavara, Chikkabidarakallu, Bangalore North, Bengaluru Urban, Karnataka, 560073, India","NICE Road, Anchepalya, Madhavara, Chikkabidarakallu, Bangalore North, Bengaluru Urban, Karnataka, 560073, India",vip_movement,TRUE,2024-03-17 22:05:46+00,2024-03-16 21:33:07.303+00,closed,yes,2024-03-18 03:05:46.024331+00,,NULL,Road Restriction for PM Visit,NULL,NULL,Non-corridor,Low,NULL,NULL,NULL,2024-03-16 09:53:03.441985+00,"[[13.055265327411268,77.47825398461865],[13.055270268185186,77.4782485645529],[13.055212753759935,77.47790518864295],[13.055082039107345,77.4776852134506],[13.054872895519372,77.47732574179487],[13.0546271515773,77.47715405383991],[13.054276835322487,77.47704138361945],[13.054031090787662,77.47695017439338],[13.05328339846594,77.47686433041589],[13.052880793971092,77.47681604317853],[13.052567075728243,77.47673556444965],[13.052138569485118,77.476665850271],[13.051699362514613,77.4766014672879],[13.050951663138562,77.47647806657028],[13.050815717554466,77.47636003110124],[13.051160810045022,77.47638685734418],[13.05192942340602,77.4765317190562],[13.052546403830288,77.47661756303368],[13.052969923399486,77.47672486800556],[13.05333046173475,77.47676780743613],[13.054020639211336,77.47682682517066],[13.054459842056419,77.47704143511437],[13.054820615238066,77.47717556632921],[13.055050673223782,77.4774170025159],[13.055165702136293,77.47766916919974],[13.055296416744621,77.4779535273752],[13.055338245404695,77.47810375433579],[13.0552493594936,77.47824861604782],[13.055176159307507,77.47789450964066],[13.055123873447023,77.47768526494552],[13.054909501303392,77.47734188903557],[13.054606242831314,77.47718093157778],[13.054067696696345,77.47695559113689],[13.053607578680428,77.47692876489394],[13.053084716258786,77.47684828616501],[13.052818270446318,77.47680540155163],[13.05209148905915,77.47664444409382],[13.052494094839831,77.47670882707693],[13.051871885629632,77.47661761785086],[13.051673196644309,77.47658006111072],[13.051328104869134,77.4765317738734],[13.050967326588982,77.47647275613886],[13.05137671016244,77.47659795034082]]",1,FKUSR00009,FKUSR00009,NULL,NULL,NULL,No Police Station,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002055,unplanned,13.029682,77.5381588,0,0,"Mumbai Bengaluru Highway, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,FALSE,2024-02-27 05:51:17.086+00,NULL,closed,yes,2024-02-27 08:35:48.645997+00,,,STARTING PROBLEM GORAGUNTEPALYA TOWADS CMTI JUCTION TRAFIC ONE SIDE MOVING SIR,bmtc_bus,FKN00GL1091,Tumkur Road,High,NULL,NULL,NULL,2024-02-27 05:53:39.512926+00,NULL,1,FKUSR00413,FKUSR00001,NULL,NULL,NULL,Yeshwanthpura,NULL,FKKG000402,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
FKID002056,unplanned,12.9612139,77.5589235,0,0,"BGS Flyover, Cobaley Colony, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",,vehicle_breakdown,FALSE,2024-02-27 04:02:03.002+00,NULL,closed,yes,2024-02-27 06:35:48.506329+00,,,wheel jam and starting problem,lcv,FKN00GL1092,Mysore Road,High,NULL,NULL,NULL,2024-02-27 04:03:12.278498+00,NULL,1,FKUSR00065,FKUSR00001,NULL,NULL,NULL,Chamarajpet,NULL,FKKG000059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
