id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,route_path,client_id,assigned_to_police_id,citizen_accident_id,police_station,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_datetime,resolved_datetime,gba_identifier,zone,junction,start_hour,start_minute,start_dow,start_dow_name,start_month,start_week,is_weekend,time_of_day,is_peak_hour,is_office_return,time_slot,duration_minutes,creation_lag_minutes,is_public_holiday,holiday_name,is_ipl_day,is_public_event_day,days_to_next_holiday,is_pre_holiday,weather_condition,temperature_c,is_rain_event,is_fog_event,is_storm_event,weather_visibility_factor,geohash6,segment_length_km,is_segment_event,clearance_displacement_km,nearest_landmark,nearest_landmark_km,nearest_landmark_type,is_near_tech_hub,is_near_stadium,is_near_transit,is_near_major_landmark,hotspot_event_count,geo_total_events,reporter_avg_duration,reporter_event_count,reporter_avg_duration_shrunk,responder_corridor_avg_duration,vehicle_breakdown_freq,is_chronic_vehicle,has_citizen_corroboration,was_police_assigned,desc_has_rally,desc_has_match,desc_has_festival,desc_has_water,desc_has_tree,desc_has_accident,desc_has_power_failure,desc_has_construction,desc_has_vip,desc_has_traffic_slow,desc_has_bus,desc_has_heavy_vehicle,desc_in_kannada,veh_type_clean,lane_block_factor,is_hazmat_cargo,truck_age_tier,impact_score,impact_class,recommended_action,avoid_route_window
FKID006450,unplanned,13.0167089,77.56125,0.0,0.0,"CV Raman Road, SBD Township Sector B, BHEL Township, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2023-12-03 11:18:15.713000+05:30,,closed,no,,Vehicle starting problem,others,FKN00GL3246,Tumkur Road,High,,,,,1,,,Yeshwanthpura,FKKG001648,,,,2023-12-03 11:35:29.603847+05:30,,Bengaluru West Corporation,West Zone 2,MS RamaiahJunc(TollGate),11.0,18.0,6.0,Sunday,12.0,48,1,mid_morning,0,0,45.0,17.2,-2.5719457333333335,0,none,0,0,22,0,Sunny,22.4,0,0,0,1.0,tdr4hc,0.0,0,0.0,Hebbal_Flyover,4.399,junction,0,0,0,0,18,91,30.1,2.0,107.06608562691132,30.1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,others,1.0,0,unknown,0.0839,Low,NO_ACTION,Moderate - proceed with care
FKID004386,planned,12.9837267,77.5293267,0.0,0.0,"G Narayana Kumar Road, Soundarya Kamakshi, Karekallu, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",,public_event,False,2023-12-03 11:19:59.482000+05:30,2023-12-03 15:19:46+05:30,closed,yes,,ಶ್ರೀ ಗೋಪಾಲಯ್ಯನವರು ಎಂಎಲ್ಎ ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ ರವರಿಂದ ಹಿಂದೂ ಸಮಾಜೋತ್ಸವ ಸುಮಾರು ಸಾವಿರ ಜನ ಕಾರ್ಯಕರ್ತರು ಕಾಮಾಕ್ಷಿಪಾಳ್ಯ ಕೆರೆ ಮೈದಾನ ದಲ್ಲಿ ಸೇರಿರುತ್ತಾರೆ,,,Magadi Road,High,,,,,1,,,Kamakshipalya,FKKG000730,,,,,,Bengaluru West Corporation,West Zone 2,Sumanhalli,11.0,19.0,6.0,Sunday,12.0,48,1,mid_morning,0,0,45.0,239.8,-4.2070026,0,none,0,0,22,0,Sunny,18.5,0,0,0,1.0,tdr1u5,0.0,0,0.0,Majestic_Bus_Stand,4.611,transit,0,0,1,0,3,30,109.62857142857145,7.0,117.17606044252564,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,unknown,1.0,0,unknown,1.169,Medium,MONITOR,Moderate - proceed with care
FKID006451,unplanned,13.0400136,77.5184541,0.0,0.0,"Mumbai Bengaluru Highway, Jalahalli Cross Junction, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,False,2023-12-03 11:46:26.790000+05:30,,closed,yes,,Sm Circle on flyover omni car off-road towards city traffic one side movement,private_car,FKN00GL3247,Tumkur Road,High,,,,,1,,,Chikkabanavara,FKKG000392,,,,,,Bengaluru North Corporation,North Zone 2,JalahalliCross(SM Circle),11.0,46.0,6.0,Sunday,12.0,48,1,mid_morning,0,0,47.0,,-1.1240885333333333,0,none,0,0,22,0,Sunny,19.1,0,0,0,1.0,tdr45v,0.0,0,0.0,Hebbal_Flyover,8.488,junction,0,0,0,0,5,44,31.51923076923077,26.0,56.780361875637105,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,private_car,1.0,0,unknown,,Critical,NO_ACTION,Moderate - proceed with care
FKID004393,unplanned,12.9508048,77.7175179,0.0,0.0,"Vibgyor High School Road, Samhita Rainbow MTB Apartment, Green Garden Layout, Munnekolala, Bengaluru, Karnataka. Pin-560037 (India)",,others,False,2023-12-03 12:04:55.963000+05:30,,closed,yes,,Disel close,,,Non-corridor,Low,,,,,1,,,Whitefield,FKKG001405,,,,2023-12-03 12:41:11.098628+05:30,,Bengaluru East Corporation,East Zone 1,KundanahalliGateJunc,12.0,4.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,48.0,36.3,-1.01945335,0,none,0,0,22,0,Sunny,23.9,0,0,0,1.0,tdr38t,0.0,0,0.0,Embassy_Golf_Links,3.505,tech_park,1,0,0,0,1,2,88.1,2.0,116.73275229357797,36.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1.0,0,unknown,0.0771,Low,NO_ACTION,Avoid 12-2pm
FKID006452,unplanned,12.9042732,77.6273591,0.0,0.0,"Begur Main Road, Alpine Park Apartment, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",,vehicle_breakdown,False,2023-12-03 12:22:26.563000+05:30,,closed,no,,ಕೋಡಿಚಿಕ್ಕನಹಳ್ಳಿ ಟುವರ್ಡ್ಸ್ ಬೊಮ್ಮನಹಳ್ಳಿ,heavy_vehicle,FKN00GL3248,Hosur Road,High,,,,,1,,,Madiwala,FKKG000219,,,,2023-12-03 12:23:52.037907+05:30,,Bengaluru South Corporation,South Zone 2,Bommanahalli,12.0,22.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,49.0,1.4,-1.3438524166666668,0,none,0,0,22,0,Foggy,17.1,0,1,0,0.5,tdr1qm,0.0,0,0.0,Silk_Board_Junction,1.562,junction,0,0,0,0,5,30,21.775,4.0,93.69235910878112,9.066666666666666,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,heavy_vehicle,3.0,0,unknown,0.0205,Low,NO_ACTION,Avoid 12-2pm
FKID006453,unplanned,12.904245,77.627325,0.0,0.0,"Begur Main Road, Alpine Park Apartment, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",,vehicle_breakdown,False,2023-12-03 12:25:19.049000+05:30,,closed,yes,,,heavy_vehicle,FKN00GL3248,Hosur Road,High,,,,,1,,,Madiwala,FKKG000219,,,,,,Bengaluru South Corporation,South Zone 2,Bommanahalli,12.0,25.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,49.0,,-0.5137831333333334,0,none,0,0,22,0,Sunny,19.5,0,0,0,1.0,tdr1qm,0.0,0,0.0,Silk_Board_Junction,1.564,junction,0,0,0,0,6,30,21.775,4.0,93.69235910878112,,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,heavy_vehicle,3.0,0,unknown,,Critical,NO_ACTION,Avoid 12-2pm
FKID004391,unplanned,12.9958493,77.667251,0.0,0.0,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,False,2023-12-03 12:37:11.299000+05:30,,closed,yes,,Pai layout towards mmt,lcv,FKN00GL2190,ORR North 1,High,,,,,1,,,Banaswadi,FKKG001060,,,,,,Bengaluru East Corporation,East Zone 2,BigBazaarJunction(OldMadrasRd),12.0,37.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,50.0,,-3.7724368,0,none,0,0,22,0,Sunny,17.9,0,0,0,1.0,tdr1zm,0.0,0,0.0,Indiranagar,3.461,commercial,0,0,0,0,3,34,121.1,1.0,122.33572977481232,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcv,1.5,0,unknown,,Critical,NO_ACTION,Avoid 12-2pm
FKID004394,unplanned,12.983316,77.5303271,0.0,0.0,"G Narayana Kumar Road, Asthagrama Layout, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",,vehicle_breakdown,False,2023-12-03 12:56:36.734000+05:30,,closed,yes,,Bus off road out going side in front of dananjaya palace vehicle are slow movement sir,bmtc_bus,FKN00GL2192,Magadi Road,High,,,,,1,,,Kamakshipalya,FKKG000730,,,,2023-12-03 13:13:53.900550+05:30,,Bengaluru West Corporation,West Zone 2,Sumanhalli,12.0,56.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,51.0,17.3,-1.9419055,0,none,0,0,22,0,Sunny,14.3,0,0,0,1.0,tdr1u5,0.0,0,0.0,Majestic_Bus_Stand,4.497,transit,0,0,1,0,4,30,109.62857142857145,7.0,117.17606044252564,69.55,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,bmtc_bus,2.5,0,unknown,0.2108,Low,NO_ACTION,Avoid 12-2pm
FKID004395,unplanned,13.0501267,77.526015,0.0,0.0,"SM Road, Prasad Enclave, Jalahalli, Bengaluru, Karnataka. Pin-560015 (India)",,vehicle_breakdown,False,2023-12-03 13:08:51.301000+05:30,,closed,yes,,Diesel emty,truck,FKN00GL2193,Non-corridor,Low,Nill,Diesel emty,10.0,,1,,,Jalahalli,FKKG000658,,,,2023-12-03 14:30:15.643176+05:30,,Bengaluru North Corporation,North Zone 2,BEL Circle,13.0,8.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,52.0,81.4,-2.0061177333333333,0,none,0,0,22,0,Sunny,21.9,0,0,0,1.0,tdr4hp,0.0,0,0.0,Hebbal_Flyover,7.816,junction,0,0,0,0,0,2,24.26,5.0,89.72620183486238,81.4,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truck,3.0,0,moderate,0.5189,Medium,MONITOR,Avoid 12-2pm
FKID006454,unplanned,12.94357128,77.52651089,0.0,0.0,"Mysore Road, Pantharapalya, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",,vehicle_breakdown,False,2023-12-03 13:17:25.774000+05:30,,closed,yes,,Vehicle breakdown,ksrtc_bus,FKN00GL3249,Mysore Road,High,,,,,1,,,Byatarayanapura,FKKG000122,,,,2023-12-03 14:47:22.908478+05:30,,Bengaluru West Corporation,West Zone 1,MysoreRd-RingRdJunc(Nayandanahallii),13.0,17.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,53.0,90.0,-0.8619060166666667,0,none,0,0,22,0,Sunny,17.2,0,0,0,1.0,tdr1sh,0.0,0,0.0,KR_Market,5.709,market,0,0,0,0,4,34,80.65454545454544,11.0,100.56157273918741,92.44444444444444,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ksrtc_bus,2.5,0,unknown,1.0969,Medium,MONITOR,Avoid 12-2pm
FKID006455,unplanned,12.8696266,77.6544993,0.0,0.0,"2nd Cross Road, Navami Funique, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",,vehicle_breakdown,False,2023-12-03 13:36:51.278000+05:30,,closed,yes,,Bolero vehical puncher on ec flyover towards City nera hoasraod metro station sir,lcv,FKN00GL3250,Hosur Road,High,,,,,1,,,Electronic City,FKKG000061,,,,2023-12-03 14:36:24.304600+05:30,,Bengaluru South Corporation,South Zone 1,NaganathapuraJunction,13.0,36.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,54.0,59.6,-1.4298148333333331,0,none,0,0,22,0,Foggy,20.4,0,1,0,0.5,tdr1pn,0.0,0,0.0,Electronic_City,4.108,tech_park,1,0,0,0,4,14,40.233333333333334,9.0,83.5101593433124,31.900000000000002,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,lcv,1.5,0,unknown,0.414,Low,NO_ACTION,Avoid 12-2pm
FKID006456,unplanned,13.0331916,77.5410117,0.0,0.0,"Outer Ring Road, Jain Heights Revanta, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,False,2023-12-03 13:43:40.888000+05:30,,closed,yes,,Starting problem sir CQAE gate towards [PERSON] traffic one side moving sir,bmtc_bus,FKN00GL3251,ORR North 2,High,,,,,1,,,Yeshwanthpura,FKKG000429,,,,2023-12-03 15:13:23.903182+05:30,,Bengaluru West Corporation,West Zone 1,GoruguntepalyaJunc,13.0,43.0,6.0,Sunday,12.0,48,1,lunch_hour,0,0,54.0,89.7,-0.9292892666666667,0,none,0,0,22,0,Sunny,20.4,0,0,0,1.0,tdr4hk,0.0,0,0.0,Hebbal_Flyover,6.041,junction,0,0,0,0,10,67,60.84117647058823,17.0,83.6627047230717,80.2,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmtc_bus,2.5,0,unknown,1.0932,Medium,MONITOR,Avoid 12-2pm
FKID004402,unplanned,13.0051817,77.68483,0.0,0.0,"Old Madras Road, BSNL CACT Building, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",,vehicle_breakdown,False,2023-12-03 15:04:08.962000+05:30,,closed,yes,,Near [LOCATION] vehicle break down,private_bus,FKN00GL2196,Non-corridor,Low,,,,,1,,,K.R. Pura,FKKG001406,,,,,,Bengaluru East Corporation,East Zone 2,Devasandra(k r puram),15.0,4.0,6.0,Sunday,12.0,48,1,afternoon,0,0,60.0,,-2.464901183333333,0,none,0,0,22,0,Sunny,17.0,0,0,0,1.0,tdr1zz,0.0,0,0.0,ITPL_Whitefield,5.142,tech_park,1,0,0,0,5,20,88.19999999999999,3.0,114.55330980945658,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,private_bus,2.5,0,unknown,,Critical,NO_ACTION,Moderate - proceed with care
FKID006457,unplanned,12.9151344,77.6238216,0.0,0.0,"Sri Mahasharana Madivala Machideva Flyover, Madiwala, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",,vehicle_breakdown,False,2023-12-03 15:15:53.352000+05:30,,closed,yes,,"Truck offroaded on silkboard flyover towords mps due airlock traffic movement slow ide sir, [PERSON] is on the way sir",truck,FKN00GL3248,ORR East 1,High,Clothes,Air problem,12.0,,1,,,HSR Layout,FKKG000166,,,,,,Bengaluru South Corporation,South Zone 2,SilkBoardJunc,15.0,15.0,6.0,Sunday,12.0,48,1,afternoon,0,0,61.0,,-2.920104633333333,0,none,0,0,22,0,Sunny,15.8,0,0,0,1.0,tdr1qr,0.0,0,0.0,Silk_Board_Junction,0.296,junction,0,0,0,1,12,39,53.43333333333334,3.0,106.53023288637966,,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,truck,3.0,0,aging,,Critical,NO_ACTION,Moderate - proceed with care
FKID006458,unplanned,13.0395183,77.5895333,13.0394567,77.5894883,"Bellary Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)","Bellary Road, IAH and VB Quarters, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",pot_holes,True,2023-12-03 18:23:42.819000+05:30,,closed,yes,,Thar work,,,Bellary Road 1,High,,,,,1,,,Kodigehalli,FKKG001002,,,,2023-12-03 23:08:47.041545+05:30,,Bengaluru North Corporation,North Zone 2,HebbalFlyoverJunc,18.0,23.0,6.0,Sunday,12.0,48,1,evening_rush,1,1,73.0,285.1,-2.028008483333333,0,none,0,0,22,0,Sunny,20.3,0,0,0,1.0,tdr4jt,0.0084,1,0.0,Hebbal_Flyover,0.869,junction,0,0,0,1,13,56,111.60000000000001,3.0,119.95330980945658,111.60000000000001,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,unknown,1.0,0,unknown,4.8645,Critical,FULL_DIVERSION,Avoid 5-8pm
FKID006459,unplanned,13.0192745,77.6554942,13.0191418,77.655922,"MBT Road, Peddanna Reddy Layout, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)","Horamavu Main Road, Another Sky by Living Walls, Ashirwad Colony, Horamavu, Bengaluru, Karnataka. Pin-560043 (India)",construction,True,2023-12-04 00:11:26.510000+05:30,,active,yes,,Horamavu under pass road close [LOCATION] work progress,,,ORR North 1,High,,,,,1,,,Hennuru,FKKG000524,,,,,,Bengaluru East Corporation,East Zone 2,HoramavuJunction,0.0,11.0,0.0,Monday,12.0,49,0,night,0,0,0.0,,-1.5121739833333334,0,none,0,0,21,0,Sunny,20.7,0,0,0,1.0,tdr4p4,0.0486,1,0.0,Manyata_Tech_Park,4.791,tech_park,1,0,0,0,1,18,27.8,1.0,113.85391159299415,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,unknown,1.0,0,unknown,,Critical,PARTIAL_CLOSURE_DIVERT,Generally clear
FKID006460,unplanned,13.0172915,77.5607419,0.0,0.0,"MS Ramaiah Road, Embassy Heritage Apartment, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",,vehicle_breakdown,False,2023-12-04 00:53:10.470000+05:30,,closed,yes,,Engine problem,lcv,FKN00GL3252,Tumkur Road,High,,,,,1,,,Sadashivanagar,FKKG001648,,,,,,Bengaluru West Corporation,West Zone 2,MS RamaiahJunc(TollGate),0.0,53.0,0.0,Monday,12.0,49,0,night,0,0,3.0,,-2.2795785666666664,0,none,0,0,21,0,Foggy,16.2,0,1,0,0.5,tdr4hc,0.0,0,0.0,Hebbal_Flyover,4.416,junction,0,0,0,0,19,91,30.1,2.0,107.06608562691132,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lcv,1.5,0,unknown,,Critical,NO_ACTION,Generally clear
FKID006461,unplanned,12.9368014,77.519002,0.0,0.0,"Mysore Road, Rajarajeshwari Junction, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",,vehicle_breakdown,False,2023-12-04 00:54:33.309000+05:30,,closed,yes,,,truck,FKN00GL3253,Mysore Road,High,Goods carried,Gear shifting problem,14.0,,1,,,Byatarayanapura,FKKG000885,,,,,,Bengaluru West Corporation,West Zone 1,RajeshwariJunc,0.0,54.0,0.0,Monday,12.0,49,0,night,0,0,3.0,,-4.37293015,0,none,0,0,21,0,Foggy,14.8,0,1,0,0.5,tdr1eg,0.0,0,0.0,KR_Market,6.752,market,0,0,0,0,4,16,,,122.45930275229357,,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,truck,3.0,0,aging,,Critical,NO_ACTION,Generally clear
FKID006462,unplanned,12.944975,77.5273265,0.0,0.0,"Dr Rajkumar Punya Bhoomi Road, Radiant Karel, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",,road_conditions,False,2023-12-04 01:54:31.115000+05:30,,closed,yes,,ಗ್ಯಾಸ್ ಪೈಪ್ ಲೈನ್ [LOCATION]  ಬ್ಯಾರಿಕೇಡ್ ಹಾಕಿದಿವಿ ಸರ್,,,ORR West 1,High,,,,,1,,,Byatarayanapura,FKKG000174,,,,2023-12-22 08:02:11.259308+05:30,,Bengaluru West Corporation,West Zone 1,MysoreRd-RingRdJunc(Nayandanahallii),1.0,54.0,0.0,Monday,12.0,49,0,night,0,0,7.0,,-2.736833633333333,0,none,0,0,21,0,Sunny,18.2,0,0,0,1.0,tdr1sh,0.0,0,0.0,KR_Market,5.571,market,0,0,0,0,5,34,51.3,2.0,110.59941896024463,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,unknown,1.0,0,unknown,,Critical,NO_ACTION,Generally clear
FKID006463,unplanned,12.9757417,77.5623567,0.0,0.0,"G Narayana Kumar Road, Annapurneshwari Industrial Area, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",,vehicle_breakdown,False,2023-12-04 02:22:08.263000+05:30,,closed,yes,,Traffic normal sir,bmtc_bus,FKN00GL3254,Magadi Road,High,,,,,1,,,Magadi Road,FKKG000023,,,,2023-12-04 02:53:17.922919+05:30,,Bengaluru Central Corporation,Central Zone 2,LeprosyhospitalJunc,2.0,22.0,0.0,Monday,12.0,49,0,night,0,0,9.0,31.2,-0.8384427333333334,0,none,0,0,21,0,Sunny,15.5,0,0,0,1.0,tdr1uf,0.0,0,0.0,Majestic_Bus_Stand,0.978,transit,0,0,1,1,3,18,41.6,3.0,103.79946365561044,41.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmtc_bus,2.5,0,unknown,0.3739,Low,NO_ACTION,Generally clear
FKID006464,unplanned,12.9234334,77.5801682,0.0,0.0,"4th Main Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",,vehicle_breakdown,False,2023-12-04 02:31:38.734000+05:30,,closed,yes,,vehicle offload reg:joint cut,bmtc_bus,FKN00GL3255,Non-corridor,Low,,,,,1,,,Jayanagara,FKKG001649,,,,2023-12-04 03:27:41.752848+05:30,,Bengaluru South Corporation,South Zone 1,"Jayanagar 4th main,36th cross",2.0,31.0,0.0,Monday,12.0,49,0,night,0,0,10.0,56.1,-2.5074189166666665,0,none,0,0,21,0,Sunny,15.8,0,0,0,1.0,tdr1t2,0.0,0,0.0,Lalbagh_Garden,3.073,park,0,0,0,0,0,18,56.1,1.0,116.42663886572142,56.1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bmtc_bus,2.5,0,unknown,0.3448,Low,NO_ACTION,Generally clear
FKID006465,unplanned,12.9210909,77.6202132,0.0,0.0,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",,vehicle_breakdown,False,2023-12-04 02:41:30.437000+05:30,,closed,yes,,MPS junction to Ayyappa or sp road junction kadege private bus  tire puncher aagide sir traffic slow moment ide sir,private_bus,FKN00GL3256,Hosur Road,High,,,,,1,,,Madiwala,FKKG001629,,,,2023-12-04 04:36:05.005097+05:30,,Bengaluru South Corporation,South Zone 2,AyyappaTempleJunc,2.0,41.0,0.0,Monday,12.0,49,0,night,0,0,10.0,114.6,-8.943087133333334,0,none,0,0,21,0,Sunny,19.3,0,0,0,1.0,tdr1w2,0.0,0,0.0,Silk_Board_Junction,0.479,junction,0,0,0,1,3,65,114.6,1.0,121.74482068390324,114.6,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,private_bus,2.5,0,unknown,1.3967,Medium,MONITOR,Generally clear
FKID004146,unplanned,13.0605293,77.4622043,0.0,0.0,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",,vehicle_breakdown,False,2023-12-04 02:48:26.212000+05:30,,closed,yes,,Towards tumkur.  Out gohing.,heavy_vehicle,FKN00GL2055,Non-corridor,Low,,,,,1,,,No Police Station,FKKG000694,,,,,,,Central Zone 2,Unknown,2.0,48.0,0.0,Monday,12.0,49,0,night,0,0,11.0,,-1.8446922666666665,0,none,0,0,21,0,Sunny,16.6,0,0,0,1.0,tdr469,0.0,0,0.0,Hebbal_Flyover,14.822,junction,0,0,0,0,3,30,,,122.45930275229357,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,heavy_vehicle,3.0,0,unknown,,Critical,NO_ACTION,Generally clear
FKID004412,unplanned,13.060265,77.4620637,0.0,0.0,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",,vehicle_breakdown,False,2023-12-04 02:51:25.998000+05:30,,closed,yes,,Out going towards [LOCATION].,heavy_vehicle,FKN00GL2055,Non-corridor,Low,,,,,1,,,No Police Station,FKKG000694,,,,,,,Central Zone 2,Unknown,2.0,51.0,0.0,Monday,12.0,49,0,night,0,0,11.0,,-1.5291408,0,none,0,0,21,0,Sunny,16.9,0,0,0,1.0,tdr469,0.0,0,0.0,Hebbal_Flyover,14.832,junction,0,0,0,0,4,30,,,122.45930275229357,,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,heavy_vehicle,3.0,0,unknown,,Critical,NO_ACTION,Generally clear
FKID005274,unplanned,12.906425,77.4729334,0.0,0.0,"Mysore Road, The Arena, Kengeri Satellite Town, Bengaluru, Karnataka. Pin-560060 (India)",,others,False,2023-12-04 03:05:36.306000+05:30,,closed,no,,Towards incoming   traffic no problem sir,,,Mysore Road,High,,,,,1,,,Kengeri,FKKG000572,,,,2023-12-04 04:45:28.448653+05:30,,Bengaluru West Corporation,West Zone 1,MysoreRd--MadhuPetrolBunkJunction,3.0,5.0,0.0,Monday,12.0,49,0,night,0,0,12.0,99.9,-5.1152897500000005,0,none,0,0,21,0,Sunny,15.5,0,0,0,1.0,tdr16v,0.0,0,0.0,KR_Market,12.738,market,0,0,0,0,1,7,99.9,1.0,120.40845704753961,99.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1.0,0,unknown,0.4343,Low,NO_ACTION,Generally clear
FKID005275,unplanned,13.0633502,77.6555739,0.0,0.0,"Elu's Road, Premier Park, Kuvempu Layout, Visthar, Bengaluru, Karnataka. Pin-560077 (India)",,pot_holes,False,2023-12-04 04:17:32.505000+05:30,,active,yes,,,,,Non-corridor,Low,,,,,1,,,Hennuru,FKKG001511,,,,,,Bengaluru East Corporation,East Zone 2,Nagavara-ORR Junction,4.0,17.0,0.0,Monday,12.0,49,0,night,0,0,17.0,,-1.1073940333333332,0,none,0,0,21,0,Sunny,13.899999999999999,0,0,0,1.0,tdr4r4,0.0,0,0.0,Manyata_Tech_Park,4.061,tech_park,1,0,0,0,0,4,,,122.45930275229357,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unknown,1.0,0,unknown,,Critical,NO_ACTION,Generally clear
FKID006466,unplanned,12.9651426,77.5861138,0.0,0.0,"Sri Narsimha Rao Road, Unity Buildings, CSI Compound, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,False,2023-12-04 04:46:43.711000+05:30,,closed,yes,,Straing lock,private_car,FKN00GL3257,Mysore Road,High,,,,,1,,,Halasuru Gate,FKKG000105,,,,,,Bengaluru Central Corporation,Central Zone 2,N R SquareJunc,4.0,46.0,0.0,Monday,12.0,49,0,night,0,0,19.0,,-2.5682635333333335,0,none,0,0,21,0,Foggy,13.3,0,1,0,0.5,tdr1v8,0.0,0,0.0,KR_Market,1.185,market,0,0,0,0,17,118,18.2,4.0,92.67093053735255,,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,private_car,1.0,0,unknown,,Critical,NO_ACTION,Generally clear
